match_id,date,venue,city,match_type,team1,team2,toss_winner,toss_decision,winner,total_runs,total_wickets,total_balls,total_overs
1151244,2018-07-07,Gahanga International Cricket Stadium. Rwanda,,IT20,Tanzania,Rwanda,Tanzania,bat,Tanzania,318,16,234,39.0
1151246,2018-07-08,Gahanga International Cricket Stadium. Rwanda,,IT20,Kenya,Rwanda,Kenya,bat,Kenya,417,14,252,42.0
1151247,2018-07-10,Gahanga International Cricket Stadium. Rwanda,,IT20,Tanzania,Kenya,Tanzania,bat,Kenya,237,13,177,29.5
1151248,2018-07-10,Gahanga International Cricket Stadium. Rwanda,,IT20,Uganda,Rwanda,Rwanda,field,Uganda,238,14,176,29.33
1151249,2018-07-11,Gahanga International Cricket Stadium. Rwanda,,IT20,Uganda,Tanzania,Uganda,bat,Tanzania,313,12,246,41.0
1151250,2018-07-11,Gahanga International Cricket Stadium. Rwanda,,IT20,Rwanda,Kenya,Rwanda,bat,Kenya,254,15,227,37.83
1151251,2018-07-13,Gahanga International Cricket Stadium. Rwanda,,IT20,Kenya,Tanzania,Kenya,bat,Kenya,372,10,257,42.83
1151252,2018-07-13,Gahanga International Cricket Stadium. Rwanda,,IT20,Uganda,Rwanda,Uganda,bat,Uganda,308,16,252,42.0
1151253,2018-07-14,Gahanga International Cricket Stadium. Rwanda,,IT20,Tanzania,Rwanda,Tanzania,bat,Tanzania,312,17,254,42.33
1151254,2018-07-14,Gahanga International Cricket Stadium. Rwanda,,IT20,Kenya,Uganda,Uganda,field,Uganda,377,8,245,40.83
1155272,2018-08-25,Albert Park 1,Suva,IT20,Fiji,Vanuatu,Fiji,field,Fiji,288,16,252,42.0
1155273,2018-08-25,Albert Park 2,Suva,IT20,Papua New Guinea,Samoa,Papua New Guinea,bat,Papua New Guinea,338,15,247,41.17
1155274,2018-08-25,Albert Park 1,Suva,IT20,Fiji,Papua New Guinea,Fiji,field,Papua New Guinea,301,17,249,41.5
1155275,2018-08-25,Albert Park 2,Suva,IT20,Samoa,Vanuatu,Vanuatu,field,Samoa,271,16,242,40.33
1155276,2018-08-26,Albert Park 1,Suva,IT20,Fiji,Samoa,Samoa,field,Fiji,269,15,258,43.0
1155277,2018-08-26,Albert Park 2,Suva,IT20,Papua New Guinea,Vanuatu,Vanuatu,field,Papua New Guinea,397,12,243,40.5
1155279,2018-08-28,Albert Park 2,Suva,IT20,Vanuatu,Fiji,Fiji,field,Vanuatu,279,17,245,40.83
1155280,2018-08-28,Albert Park 1,Suva,IT20,Samoa,Vanuatu,Samoa,bat,Vanuatu,140,11,143,23.83
1155281,2018-08-28,Albert Park 2,Suva,IT20,Fiji,Papua New Guinea,Fiji,bat,Papua New Guinea,66,12,98,16.33
1155282,2018-08-29,Albert Park 1,Suva,IT20,Papua New Guinea,Vanuatu,Vanuatu,bat,Papua New Guinea,291,17,241,40.17
1155283,2018-08-29,Albert Park 2,Suva,IT20,Fiji,Samoa,Samoa,field,Samoa,328,7,226,37.67
1155304,2018-08-29,Sportpark Maarschalkerweerd,Utrecht,IT20,Germany,Cyprus,Cyprus,field,Germany,249,16,212,35.33
1155306,2018-08-29,Sportpark Maarschalkerweerd,Utrecht,IT20,Germany,Denmark,Germany,bat,Denmark,111,8,159,26.5
1155308,2018-08-30,Sportpark Maarschalkerweerd,Utrecht,IT20,France,Portugal,Portugal,field,France,226,15,247,41.17
1155310,2018-08-30,Sportpark Maarschalkerweerd,Utrecht,IT20,Germany,France,France,field,Germany,294,9,256,42.67
1155313,2018-09-01,Sportpark Het Schootsveld,Deventer,IT20,Portugal,Denmark,Portugal,bat,Denmark,166,13,205,34.17
1155315,2018-09-02,Sportpark Het Schootsveld,Deventer,IT20,Austria,Germany,Austria,bat,Austria,282,12,251,41.83
1155316,2018-09-02,Sportpark Het Schootsveld 2,Deventer,IT20,Denmark,France,Denmark,bat,Denmark,279,13,246,41.0
1155317,2018-09-02,Sportpark Het Schootsveld,Deventer,IT20,Cyprus,Portugal,Cyprus,bat,Portugal,229,13,238,39.67
1156650,2018-08-29,Sportpark Westvliet,The Hague,IT20,Italy,Spain,Spain,field,Italy,262,15,254,42.33
1156651,2018-08-29,VRA Ground,Amstelveen,IT20,Isle of Man,Belgium,Isle of Man,bat,Belgium,243,11,252,42.0
1156653,2018-08-29,"VRA Ground, Amstelveen",Amstelveen,IT20,Isle of Man,Finland,Finland,field,Isle of Man,170,8,168,28.0
1156654,2018-08-30,Sportpark Westvliet,The Hague,IT20,Finland,Belgium,Finland,bat,Belgium,247,17,260,43.33
1156655,2018-08-30,VRA Ground,Amstelveen,IT20,Spain,Jersey,Spain,bat,Jersey,185,8,216,36.0
1156656,2018-08-30,Sportpark Westvliet,The Hague,IT20,Italy,Finland,Italy,bat,Italy,238,13,241,40.17
1156657,2018-08-30,VRA Ground,Amstelveen,IT20,Jersey,Isle of Man,Jersey,bat,Jersey,258,14,241,40.17
1156659,2018-09-01,Sportpark Thurlede,Schiedam,IT20,Belgium,Italy,Belgium,bat,Italy,285,13,241,40.17
1156660,2018-09-01,Hazelaarweg,Rotterdam,IT20,Finland,Spain,Spain,field,Finland,210,15,247,41.17
1156661,2018-09-01,Sportpark Thurlede,Schiedam,IT20,Belgium,Jersey,Belgium,bat,Jersey,174,12,191,31.83
1156662,2018-09-02,Hazelaarweg,Rotterdam,IT20,Isle of Man,Italy,Italy,field,Italy,228,12,210,35.0
1156663,2018-09-02,Sportpark Thurlede,Schiedam,IT20,Jersey,Finland,Jersey,bat,Jersey,196,18,217,36.17
1156664,2018-09-02,Hazelaarweg,Rotterdam,IT20,Belgium,Spain,Belgium,bat,Spain,253,9,245,40.83
1156665,2018-08-29,Hazelaarweg,Rotterdam,IT20,Gibraltar,Guernsey,Guernsey,field,Guernsey,146,10,181,30.17
1156668,2018-08-29,Sportpark Thurlede,Schiedam,IT20,Norway,Sweden,Norway,bat,,101,3,100,16.67
1156670,2018-08-30,Sportpark Thurlede,Schiedam,IT20,Israel,Guernsey,Guernsey,field,Guernsey,159,11,219,36.5
1156672,2018-08-30,Sportpark Thurlede,Schiedam,IT20,Sweden,Israel,Israel,field,Sweden,244,16,249,41.5
1156675,2018-09-01,Sportpark Westvliet,The Hague,IT20,Guernsey,Norway,Guernsey,bat,Norway,181,12,228,38.0
1156676,2018-09-01,VRA Ground,Amstelveen,IT20,Israel,Czech Republic,Czech Republic,field,Czech Republic,225,12,247,41.17
1156678,2018-09-02,VRA Ground,Amstelveen,IT20,Norway,Israel,Israel,field,Norway,262,20,247,41.17
1157690,2018-09-20,Church Street Park,Morrisville,IT20,Panama,United States of America,Panama,bat,United States of America,132,9,158,26.33
1157691,2018-09-19,Church Street Park,Morrisville,IT20,Belize,Canada,Belize,bat,Canada,85,10,113,18.83
1157692,2018-09-21,Church Street Park,Morrisville,IT20,Panama,Canada,Panama,bat,Canada,88,10,145,24.17
1157693,2018-09-21,Church Street Park,Morrisville,IT20,United States of America,Belize,United States of America,bat,United States of America,300,12,202,33.67
1157696,2018-09-23,Church Street Park,Morrisville,IT20,Belize,Canada,Canada,field,Canada,65,10,84,14.0
1157697,2018-09-23,Church Street Park,Morrisville,IT20,Panama,United States of America,Panama,bat,United States of America,192,10,176,29.33
1157698,2018-09-25,Church Street Park,Morrisville,IT20,Panama,Belize,Panama,bat,Panama,247,15,256,42.67
1157699,2018-09-25,Church Street Park,Morrisville,IT20,Canada,United States of America,Canada,bat,United States of America,347,16,253,42.17
1157700,2018-09-26,Church Street Park,Morrisville,IT20,Belize,United States of America,Belize,bat,United States of America,174,11,156,26.0
1157701,2018-09-26,Church Street Park,Morrisville,IT20,Panama,Canada,Panama,bat,Canada,81,10,116,19.33
1157844,2018-08-31,Sportpark Westvliet,The Hague,IT20,Jersey,Italy,Italy,field,Italy,225,13,237,39.5
1157845,2018-08-31,Hazelaarweg,Rotterdam,IT20,Israel,Gibraltar,Gibraltar,field,Israel,270,15,255,42.5
1157847,2018-08-31,Sportpark Thurlede,Schiedam,IT20,Norway,Sweden,Sweden,field,Norway,244,16,242,40.33
1159087,2018-09-13,"Mission Road Ground, Mong Kok",Hong Kong,IT20,China,South Korea,China,bat,South Korea,139,5,159,26.5
1159089,2018-09-14,Hong Kong Cricket Club,,IT20,Japan,South Korea,South Korea,field,Japan,232,16,211,35.17
1159091,2018-09-15,"Mission Road Ground, Mong Kok",Hong Kong,IT20,China,Japan,China,bat,Japan,210,9,231,38.5
1160946,2018-10-03,UKM-YSD Cricket Oval,Bangi,IT20,China,Thailand,China,bat,Thailand,71,9,143,23.83
1160947,2018-10-03,Bayuemas Oval,Kuala Lumpur,IT20,Myanmar,Nepal,Myanmar,bat,Nepal,59,12,82,13.67
1160948,2018-10-04,Bayuemas Oval,Kuala Lumpur,IT20,China,Bhutan,China,bat,Bhutan,92,11,113,18.83
1160949,2018-10-04,UKM-YSD Cricket Oval,Bangi,IT20,Malaysia,Thailand,Thailand,field,,124,7,110,18.33
1160950,2018-10-04,Bayuemas Oval,Kuala Lumpur,IT20,Myanmar,Singapore,Myanmar,bat,Singapore,137,12,167,27.83
1160951,2018-10-06,Bayuemas Oval,Kuala Lumpur,IT20,Malaysia,Nepal,Malaysia,bat,Nepal,201,12,203,33.83
1160952,2018-10-06,UKM-YSD Cricket Oval,Bangi,IT20,China,Singapore,Singapore,field,Singapore,56,10,110,18.33
1160954,2018-10-07,Bayuemas Oval,Kuala Lumpur,IT20,Singapore,Malaysia,Singapore,bat,Singapore,250,19,248,41.33
1160956,2018-10-07,Bayuemas Oval,Kuala Lumpur,IT20,Nepal,Thailand,Thailand,field,Nepal,190,16,174,29.0
1160957,2018-10-09,Bayuemas Oval,Kuala Lumpur,IT20,Thailand,Singapore,Thailand,bat,Singapore,164,12,187,31.17
1160958,2018-10-09,UKM-YSD Cricket Oval,Bangi,IT20,Nepal,Bhutan,Bhutan,field,Nepal,183,14,226,37.67
1160959,2018-10-09,Bayuemas Oval,Kuala Lumpur,IT20,Myanmar,Malaysia,Malaysia,field,Malaysia,20,10,71,11.83
